CaseID,CustomerID,CreatedDate,CaseCategory,CaseStatus
1218,387,2025-08-05,Network Acceptance,Waiting Customer
1219,476,2025-07-21,Complaint,Resolved
1220,581,2026-02-01,Complaint,Resolved
1221,650,2025-12-06,Credit Limit,Resolved
1222,830,2026-02-22,Invoice Query,Waiting Customer
1223,822,2026-02-10,Pricing Query,Open
1224,362,2025-03-01,Network Acceptance,Resolved
1225,11,2025-08-09,Portal Login,Resolved
1226,673,2025-07-11,Card Issue,Open
1227,532,2025-10-27,Network Acceptance,Resolved
1228,693,2025-04-05,Network Acceptance,Resolved
1229,24,2025-08-17,Network Acceptance,Resolved
1230,812,2025-05-28,Credit Limit,Open
1231,626,2025-10-02,Network Acceptance,Resolved
1232,650,2025-09-17,Portal Login,Open
1233,401,2025-12-06,Invoice Query,Resolved
1234,60,2026-02-21,Credit Limit,Resolved
1235,457,2025-05-31,Complaint,Resolved
1236,88,2026-05-30,Network Acceptance,Resolved
1237,167,2025-04-06,Network Acceptance,Waiting Customer
1238,343,2026-01-19,Portal Login,Waiting Customer
1239,831,2025-12-28,Invoice Query,Open
1240,351,2026-02-04,Credit Limit,Open
1241,233,2026-05-10,Portal Login,Open
1242,563,2025-04-14,Complaint,Open
1243,298,2025-09-27,Credit Limit,Resolved
1244,66,2026-05-14,Invoice Query,Resolved
1245,90,2026-06-17,Pricing Query,Resolved
1246,644,2026-02-20,Complaint,Resolved
1247,698,2025-12-21,Network Acceptance,Resolved
1248,247,2026-01-11,Network Acceptance,Resolved
1249,106,2025-11-13,Complaint,Resolved
1250,742,2026-05-05,Card Issue,Resolved
1251,61,2026-01-16,Card Issue,Open
1252,518,2025-09-06,Network Acceptance,Resolved
1253,408,2025-06-20,Credit Limit,Open
1254,65,2025-08-20,Card Issue,Resolved
1255,316,2025-08-07,Card Issue,Waiting Customer
1256,234,2026-02-15,Invoice Query,Open
1257,719,2026-05-26,Portal Login,Resolved
1258,353,2026-05-11,Pricing Query,Waiting Customer
1259,620,2025-12-06,Credit Limit,Resolved
1260,833,2026-01-08,Complaint,Resolved
1261,533,2025-04-15,Portal Login,Resolved
1262,750,2025-06-08,Pricing Query,Open
1263,428,2025-01-29,Card Issue,Resolved
1264,707,2026-06-14,Portal Login,Resolved
1265,800,2025-06-28,Network Acceptance,Resolved
1266,510,2025-10-11,Network Acceptance,Waiting Customer
1267,189,2025-07-09,Invoice Query,Waiting Customer
1268,433,2026-06-07,Invoice Query,Waiting Customer
1269,270,2025-07-17,,Resolved
1270,124,2025-09-21,Complaint,Open
1271,105,2026-01-23,Invoice Query,Resolved
1272,845,2025-06-25,Complaint,Resolved
1273,280,2025-06-22,Portal Login,Open
1274,847,2026-01-01,Pricing Query,Open
1275,375,2025-11-13,Card Issue,Resolved
1276,483,2025-01-15,Invoice Query,Open
1277,154,2026-06-28,Portal Login,Resolved
1278,692,2025-01-26,Card Issue,Resolved
1279,559,2025-06-08,Complaint,Resolved
1280,331,2025-11-10,Card Issue,Resolved
1281,434,2025-06-08,Network Acceptance,Resolved
1282,366,2025-01-09,Pricing Query,Resolved
1283,95,2025-04-08,Portal Login,Waiting Customer
1284,505,2025-01-17,Portal Login,Waiting Customer
1285,331,2026-02-08,Complaint,Resolved
1286,273,2026-04-10,Network Acceptance,Resolved
1287,320,2026-01-06,Complaint,Open
1288,285,2025-08-08,Invoice Query,Resolved
1289,720,2025-11-09,Pricing Query,Waiting Customer
1290,843,2025-02-17,Network Acceptance,Resolved
1291,503,2025-07-14,Complaint,Resolved
1292,281,2026-06-29,Card Issue,Resolved
1293,288,2025-12-01,Portal Login,Resolved
1294,34,2025-05-18,Portal Login,Resolved
1295,567,2025-09-18,Network Acceptance,Open
1296,827,2025-09-28,Complaint,Open
1297,549,2025-12-18,Portal Login,Resolved
1298,191,2026-02-10,Portal Login,Open
1299,538,2026-05-11,Portal Login,Waiting Customer
1300,764,2025-01-25,Card Issue,Resolved
1301,830,2025-10-09,Card Issue,Waiting Customer
1302,266,2026-03-08,Credit Limit,Resolved
1303,38,2026-02-22,Invoice Query,Open
1304,21,2026-01-24,Invoice Query,Open
1305,448,2026-05-26,Complaint,Open
1306,656,2025-04-25,Card Issue,Waiting Customer
1307,438,2025-09-29,Pricing Query,Resolved
1308,829,2025-03-16,Invoice Query,Open
1309,33,2026-04-03,Complaint,Resolved
1310,30,2025-06-18,Portal Login,Open
1311,519,2025-02-07,Network Acceptance,Resolved
1312,738,2026-01-02,Card Issue,Open
1313,212,2025-12-11,Network Acceptance,Resolved
1314,660,2025-11-21,Complaint,Waiting Customer
1315,195,2025-07-08,Pricing Query,Open
1316,653,2026-05-02,Card Issue,Open
1317,610,2025-03-28,,Open
1318,661,2026-02-01,Complaint,Resolved
1319,801,2025-09-07,Invoice Query,Resolved
1320,764,2026-06-05,Invoice Query,Open
1321,800,2025-03-14,Pricing Query,Waiting Customer
1322,31,2025-04-04,Network Acceptance,Open
1323,825,2026-06-20,Invoice Query,Waiting Customer
1324,320,2025-07-14,Invoice Query,Open
1325,518,2025-08-01,Complaint,Resolved
1326,398,2025-10-23,Card Issue,Resolved
1327,429,2026-03-05,Card Issue,Resolved
1328,37,2025-07-01,Network Acceptance,Open
1329,523,2025-10-07,Card Issue,Resolved
1330,322,2025-09-01,,Waiting Customer
1331,779,2026-03-07,,Waiting Customer
1332,817,2025-10-17,Card Issue,Waiting Customer
1333,348,2025-10-22,Network Acceptance,Waiting Customer
1334,807,2025-01-10,Complaint,Open
1335,464,2025-11-10,Network Acceptance,Resolved
1336,227,2025-02-18,Network Acceptance,Resolved
1337,755,2025-10-31,Complaint,Resolved
1338,525,2025-04-09,Card Issue,Open
1339,165,2026-04-02,Network Acceptance,Resolved
1340,797,2025-11-10,Pricing Query,Waiting Customer
1341,837,2026-04-05,Credit Limit,Resolved
1342,446,2026-03-08,Pricing Query,Resolved
1343,7,2025-09-25,Card Issue,Open
1344,645,2025-05-12,Card Issue,Waiting Customer
1345,114,2025-08-02,Invoice Query,Resolved
1346,702,2025-08-03,Network Acceptance,Resolved
1347,213,2025-06-24,Portal Login,Resolved
1348,112,2026-04-24,Network Acceptance,Waiting Customer
1349,465,2025-08-15,Credit Limit,Resolved
1350,20,2026-05-05,Portal Login,Waiting Customer
1351,218,2025-07-12,Card Issue,Open
1352,45,2025-11-18,Complaint,Open
1353,529,2025-10-14,Credit Limit,Waiting Customer
1354,671,2025-04-21,Network Acceptance,Waiting Customer
1355,353,2026-02-17,Invoice Query,Resolved
1356,327,2026-05-25,Invoice Query,Resolved
1357,722,2025-08-21,Pricing Query,Resolved
1358,423,2026-01-07,Portal Login,Resolved
1359,561,2025-10-12,Pricing Query,Resolved
1360,521,2026-06-29,Portal Login,Open
1361,834,2025-01-08,Network Acceptance,Resolved
1362,270,2025-05-18,Portal Login,Open
1363,586,2025-02-26,Pricing Query,Open
1364,495,2025-02-28,Portal Login,Waiting Customer
1365,510,2025-04-20,Portal Login,Waiting Customer
1366,299,2025-08-18,Card Issue,Waiting Customer
1367,605,2025-12-01,Complaint,Resolved
1368,443,2025-08-16,Portal Login,Waiting Customer
1369,686,2026-05-01,Portal Login,Resolved
1370,759,2025-05-07,,Resolved
1371,50,2025-05-20,Network Acceptance,Resolved
1372,752,2025-12-31,Pricing Query,Resolved
1373,487,2026-04-18,Network Acceptance,Resolved
1374,314,2025-09-29,Complaint,Resolved
1375,146,2025-06-17,Pricing Query,Waiting Customer
1376,350,2025-11-30,Card Issue,Resolved
1377,329,2025-12-06,Network Acceptance,Waiting Customer
1378,592,2026-02-18,Pricing Query,Open
1379,47,2025-11-17,Portal Login,Resolved
1380,450,2025-10-10,Invoice Query,Resolved
1381,406,2026-05-03,Portal Login,Resolved
1382,518,2025-08-14,Portal Login,Open
1383,528,2025-05-05,Pricing Query,Resolved
1384,639,2025-01-04,Card Issue,Resolved
1385,28,2026-04-04,Network Acceptance,Resolved
1386,61,2026-02-06,Network Acceptance,Waiting Customer
1387,234,2025-12-03,Card Issue,Open
1388,744,2025-09-03,Network Acceptance,Resolved
1389,324,2025-12-28,,Open
1390,265,2026-02-27,Invoice Query,Resolved
1391,115,2025-11-01,Credit Limit,Resolved
1392,452,2025-09-14,Network Acceptance,Open
1393,299,2025-10-09,Credit Limit,Resolved
1394,402,2026-05-02,Invoice Query,Resolved
1395,525,2025-09-28,Card Issue,Waiting Customer
1396,238,2026-02-11,Network Acceptance,Waiting Customer
1397,157,2025-10-07,Network Acceptance,Resolved
1398,4,2026-05-07,Credit Limit,Open
1399,116,2025-05-13,Portal Login,Resolved
1400,207,2025-08-15,Invoice Query,Resolved
1401,384,2026-03-29,Invoice Query,Waiting Customer
1402,333,2026-01-23,Invoice Query,Waiting Customer
1403,31,2026-05-28,Portal Login,Waiting Customer
1404,375,2025-12-13,Pricing Query,Open
1405,812,2026-02-15,Complaint,Waiting Customer
1406,626,2025-09-06,Complaint,Resolved
1407,219,2026-03-07,Credit Limit,Waiting Customer
1408,96,2026-05-12,Pricing Query,Resolved
1409,703,2025-09-26,Network Acceptance,Resolved
1410,63,2025-10-11,Complaint,Waiting Customer
1411,149,2026-01-08,Pricing Query,Resolved
1412,469,2025-10-09,Card Issue,Waiting Customer
1413,588,2025-03-19,Network Acceptance,Resolved
1414,379,2025-02-27,Invoice Query,Waiting Customer
1415,320,2026-04-04,Network Acceptance,Resolved
1416,841,2025-09-22,Portal Login,Resolved
1417,805,2026-06-04,Complaint,Resolved
1418,178,2025-04-27,Invoice Query,Resolved
1419,803,2025-06-10,Portal Login,Open
1420,601,2026-06-08,Pricing Query,Waiting Customer
1421,506,2026-03-05,Invoice Query,Resolved
1422,127,2025-08-28,Card Issue,Resolved
1423,125,2026-04-18,Invoice Query,Waiting Customer
1424,745,2025-03-02,Invoice Query,Resolved
1425,537,2026-04-30,Card Issue,Waiting Customer
1426,127,2025-07-02,Credit Limit,Resolved
1427,26,2025-10-01,Card Issue,Resolved
1428,12,2025-11-15,Card Issue,Resolved
1429,395,2025-09-13,Card Issue,Waiting Customer
1430,752,2026-04-30,Complaint,Resolved
1431,674,2026-03-17,Card Issue,Waiting Customer
1432,337,2026-05-19,Pricing Query,Open
1433,734,2026-06-26,Credit Limit,Resolved
1434,491,2025-03-03,Credit Limit,Waiting Customer
1435,643,2026-03-03,Credit Limit,Resolved
1436,543,2026-06-24,Credit Limit,Resolved
1437,320,2025-03-03,Credit Limit,Resolved
1438,96,2026-02-09,Invoice Query,Resolved
1439,363,2026-06-27,Portal Login,Resolved
1440,598,2026-01-09,Network Acceptance,Resolved
1441,324,2026-03-07,Invoice Query,Open
1442,115,2026-02-14,Credit Limit,Resolved
1443,450,2026-03-08,Credit Limit,Waiting Customer
1444,89,2026-06-28,Pricing Query,Resolved
1445,274,2026-01-20,Invoice Query,Waiting Customer
1446,380,2025-03-31,Portal Login,Resolved
1447,49,2025-08-26,Pricing Query,Waiting Customer
1448,282,2025-09-04,Complaint,Open
1449,834,2025-08-24,Network Acceptance,Waiting Customer
1450,291,2025-10-04,Credit Limit,Open
1451,788,2025-02-08,Complaint,Resolved
1452,313,2026-02-03,Portal Login,Waiting Customer
1453,79,2025-03-05,Credit Limit,Resolved
1454,408,2025-11-26,Credit Limit,Resolved
1455,217,2025-02-10,Card Issue,Resolved
1456,732,2025-11-26,Network Acceptance,Waiting Customer
1457,230,2025-03-19,Pricing Query,Resolved
1458,675,2025-04-06,Network Acceptance,Resolved
1459,95,2025-01-19,Complaint,Waiting Customer
1460,336,2025-08-23,Credit Limit,Resolved
1461,557,2026-02-26,Complaint,Resolved
1462,454,2025-08-27,Invoice Query,Resolved
1463,388,2025-04-25,,Open
1464,217,2025-03-31,Pricing Query,Waiting Customer
1465,283,2025-08-08,Network Acceptance,Resolved
1466,586,2025-04-07,Network Acceptance,Resolved
1467,364,2026-06-30,Card Issue,Waiting Customer
1468,332,2026-02-06,Complaint,Waiting Customer
1469,112,2025-03-04,Network Acceptance,Waiting Customer
1470,329,2025-11-11,Complaint,Resolved
1471,340,2025-11-05,Invoice Query,Waiting Customer
1472,404,2025-05-02,Portal Login,Open
1473,13,2025-01-12,Invoice Query,Open
1474,484,2026-02-07,Network Acceptance,Resolved
1475,584,2026-05-11,Credit Limit,Resolved
1476,579,2026-01-24,Pricing Query,Open
1477,203,2026-05-15,Complaint,Resolved
1478,779,2025-11-07,Network Acceptance,Open
1479,670,2025-10-29,Complaint,Resolved
1480,698,2025-03-25,Credit Limit,Resolved
1481,8,2025-12-02,Complaint,Resolved
1482,421,2025-10-08,,Open
1483,662,2026-03-13,,Resolved
1484,270,2025-08-26,Network Acceptance,Resolved
1485,701,2026-06-30,Pricing Query,Resolved
1486,571,2026-05-30,Card Issue,Open
1487,443,2025-08-30,Pricing Query,Resolved
1488,47,2026-01-26,Pricing Query,Resolved
1489,699,2026-05-19,Pricing Query,Resolved
1490,501,2025-05-18,Card Issue,Waiting Customer
1491,751,2025-12-18,Invoice Query,Resolved
1492,841,2025-09-20,Complaint,Resolved
1493,279,2025-08-16,Card Issue,Resolved
1494,29,2025-05-25,Network Acceptance,Open
1495,217,2025-07-04,Complaint,Waiting Customer
1496,631,2026-06-19,Credit Limit,Resolved
1497,794,2025-04-02,Credit Limit,Resolved
1498,18,2025-01-27,Invoice Query,Open
1499,356,2026-05-09,Invoice Query,Resolved
1500,390,2026-03-02,Card Issue,Open
1501,54,2025-08-22,Card Issue,Resolved
1502,270,2025-07-19,Invoice Query,Open
1503,195,2025-12-26,Pricing Query,Resolved
1504,386,2025-10-28,Credit Limit,Resolved
1505,84,2025-12-05,Pricing Query,Resolved
1506,40,2025-03-03,Card Issue,Resolved
1507,446,2025-06-08,Network Acceptance,Resolved
1508,86,2026-03-10,Credit Limit,Resolved
1509,622,2026-03-12,Complaint,Waiting Customer
1510,22,2025-11-27,Credit Limit,Resolved
1511,748,2025-11-04,Portal Login,Resolved
1512,644,2025-02-05,Portal Login,Waiting Customer
1513,485,2025-03-19,Credit Limit,Resolved
1514,121,2025-05-03,Invoice Query,Waiting Customer
1515,499,2026-03-12,Invoice Query,Resolved
1516,276,2025-12-04,Portal Login,Resolved
1517,402,2025-06-28,Complaint,Waiting Customer
1518,657,2025-05-01,Credit Limit,Waiting Customer
1519,232,2025-01-25,Card Issue,Resolved
1520,390,2025-09-10,Portal Login,Resolved
1521,689,2025-03-15,Portal Login,Resolved
1522,407,2025-12-30,Pricing Query,Resolved
1523,465,2026-06-12,Invoice Query,Waiting Customer
1524,73,2026-03-10,Complaint,Resolved
1525,357,2025-06-21,Complaint,Waiting Customer
1526,98,2026-03-12,Complaint,Resolved
1527,748,2025-04-21,,Resolved
1528,185,2026-03-04,Portal Login,Waiting Customer
1529,506,2025-12-23,,Resolved
1530,453,2025-06-29,Card Issue,Open
1531,679,2025-05-07,Pricing Query,Resolved
1532,547,2026-06-30,Pricing Query,Resolved
1533,409,2025-10-16,Pricing Query,Resolved
1534,657,2026-03-13,Invoice Query,Resolved
1535,688,2025-09-17,Portal Login,Resolved
1536,231,2025-05-08,Invoice Query,Resolved
1537,779,2026-04-25,Invoice Query,Waiting Customer
1538,425,2026-06-03,Portal Login,Waiting Customer
1539,28,2025-01-10,Pricing Query,Open
1540,532,2026-03-22,Network Acceptance,Resolved
1541,371,2025-07-09,Credit Limit,Resolved
1542,320,2026-01-01,Portal Login,Waiting Customer
1543,572,2026-03-17,Portal Login,Open
1544,363,2025-12-24,Pricing Query,Open
1545,456,2026-02-08,Invoice Query,Resolved
1546,415,2026-05-21,Network Acceptance,Waiting Customer
1547,334,2026-05-27,Card Issue,Waiting Customer
1548,68,2025-05-28,Credit Limit,Resolved
1549,422,2026-04-18,Complaint,Resolved
1550,200,2025-08-29,Network Acceptance,Resolved
1551,273,2025-12-07,Complaint,Open
1552,324,2026-04-25,Network Acceptance,Resolved
1553,385,2025-12-10,Complaint,Waiting Customer
1554,103,2026-06-29,Complaint,Resolved
1555,663,2026-04-26,Pricing Query,Resolved
1556,500,2025-04-07,Invoice Query,Resolved
1557,516,2026-05-03,Complaint,Resolved
1558,199,2026-05-05,Network Acceptance,Resolved
1559,741,2025-12-15,Complaint,Resolved
1560,152,2025-05-23,Card Issue,Resolved
1561,802,2025-07-29,Complaint,Resolved
1562,180,2026-05-05,Credit Limit,Resolved
1563,500,2026-02-24,Network Acceptance,Open
1564,413,2026-06-02,Credit Limit,Open
1565,411,2025-05-24,Network Acceptance,Resolved
1566,449,2026-05-19,Portal Login,Open
1567,679,2025-11-15,,Open
1568,582,2026-04-25,Portal Login,Resolved
1569,733,2025-11-28,,Resolved
1570,174,2026-05-24,Portal Login,Resolved
1571,309,2026-03-26,Pricing Query,Resolved
1572,79,2025-09-18,,Resolved
1573,147,2025-01-30,Credit Limit,Resolved
1574,329,2025-10-11,Complaint,Open
1575,46,2026-05-09,Invoice Query,Resolved
1576,419,2025-12-10,Invoice Query,Open
1577,22,2026-01-26,Network Acceptance,Resolved
1578,695,2025-02-18,Credit Limit,Resolved
1579,364,2025-10-12,Card Issue,Open
1580,539,2026-02-02,Portal Login,Resolved
1581,276,2025-06-04,Pricing Query,Resolved
1582,359,2025-01-09,Complaint,Resolved
1583,420,2025-06-28,Credit Limit,Resolved
1584,846,2025-02-02,Card Issue,Resolved
1585,54,2026-03-02,Complaint,Waiting Customer
1586,441,2026-01-16,Card Issue,Waiting Customer
1587,72,2026-06-12,Credit Limit,Resolved
1588,114,2025-07-07,Card Issue,Waiting Customer
1589,673,2026-04-06,Pricing Query,Resolved
1590,236,2026-01-27,Network Acceptance,Resolved
1591,218,2025-09-04,Invoice Query,Open
1592,659,2025-12-24,Credit Limit,Resolved
1593,275,2025-02-01,Pricing Query,Waiting Customer
1594,128,2025-04-12,Invoice Query,Waiting Customer
1595,657,2025-09-16,Invoice Query,Resolved
1596,626,2025-09-30,Network Acceptance,Waiting Customer
1597,589,2025-06-01,Credit Limit,Resolved
1598,351,2025-02-06,Pricing Query,Waiting Customer
1599,300,2025-02-06,Card Issue,Open
1600,556,2026-01-12,Portal Login,Resolved
1601,316,2025-07-04,Pricing Query,Resolved
1602,113,2025-07-09,Network Acceptance,Open
1603,681,2025-10-23,Invoice Query,Resolved
1604,196,2025-11-27,Card Issue,Resolved
1605,357,2025-09-09,Card Issue,Waiting Customer
1606,580,2025-03-15,Complaint,Waiting Customer
1607,421,2025-07-20,Complaint,Resolved
1608,504,2026-05-04,Portal Login,Resolved
1609,592,2025-09-30,Card Issue,Open
1610,629,2026-04-16,Pricing Query,Open
1611,830,2025-10-03,Pricing Query,Resolved
1612,595,2025-03-01,Network Acceptance,Resolved
1613,30,2025-12-09,Complaint,Waiting Customer
1614,691,2025-07-04,Invoice Query,Resolved
1615,410,2025-01-13,Portal Login,Resolved
1616,787,2025-12-02,Complaint,Resolved
1617,330,2026-03-22,Network Acceptance,Waiting Customer
1618,32,2025-03-24,Network Acceptance,Resolved
1619,203,2025-10-13,Pricing Query,Waiting Customer
1620,475,2025-07-13,Card Issue,Resolved
1621,689,2025-12-13,Portal Login,Resolved
1622,416,2026-02-25,Complaint,Resolved
1623,210,2025-09-30,Invoice Query,Resolved
1624,811,2025-08-04,Credit Limit,Waiting Customer
1625,727,2025-08-31,Portal Login,Resolved
1626,716,2025-05-27,Portal Login,Resolved
1627,124,2025-07-30,Invoice Query,Waiting Customer
1628,459,2025-10-09,Invoice Query,Resolved
1629,192,2025-01-30,Portal Login,Waiting Customer
1630,435,2025-09-05,Portal Login,Resolved
1631,40,2025-02-20,Credit Limit,Resolved
1632,43,2025-11-11,Invoice Query,Open
1633,651,2025-08-02,Network Acceptance,Resolved
1634,660,2026-04-19,Credit Limit,Resolved
1635,281,2025-09-21,Portal Login,Resolved
1636,91,2025-01-03,Credit Limit,Open
1637,138,2026-03-30,Credit Limit,Waiting Customer
1638,663,2026-06-24,Pricing Query,Resolved
1639,609,2025-01-19,Credit Limit,Waiting Customer
1640,667,2025-03-08,Complaint,Waiting Customer
1641,834,2025-11-18,Portal Login,Waiting Customer
1642,530,2025-03-05,Pricing Query,Open
1643,45,2025-09-30,Card Issue,Resolved
1644,136,2026-01-22,Card Issue,Resolved
1645,149,2026-03-31,Credit Limit,Resolved
1646,152,2025-05-17,Portal Login,Open
1647,178,2025-04-24,Portal Login,Resolved
1648,313,2025-11-20,Network Acceptance,Resolved
1649,554,2025-05-16,Pricing Query,Resolved
1650,370,2025-03-09,Network Acceptance,Resolved
1651,682,2026-03-30,Credit Limit,Resolved
1652,514,2025-08-04,Invoice Query,Resolved
1653,163,2025-07-11,Credit Limit,Resolved
1654,91,2026-04-23,Invoice Query,Waiting Customer
1655,514,2025-06-29,Network Acceptance,Waiting Customer
1656,88,2025-09-04,Pricing Query,Resolved
1657,817,2025-09-22,Network Acceptance,Open
1658,207,2025-07-17,Card Issue,Waiting Customer
1659,583,2026-05-11,Portal Login,Resolved
1660,786,2025-09-10,Complaint,Resolved
1661,460,2025-10-03,Invoice Query,Resolved
1662,344,2025-07-21,Network Acceptance,Resolved
1663,658,2025-08-22,Card Issue,Resolved
1664,819,2025-07-27,Card Issue,Waiting Customer
1665,829,2025-12-03,,Waiting Customer
1666,264,2025-02-14,Card Issue,Resolved
1667,835,2025-11-12,Card Issue,Resolved
1668,546,2026-03-22,Card Issue,Resolved
1669,155,2025-09-03,Complaint,Resolved
1670,639,2026-05-23,Pricing Query,Waiting Customer
1671,707,2025-11-19,Invoice Query,Resolved
1672,61,2025-09-19,Credit Limit,Resolved
1673,415,2025-03-05,Portal Login,Open
1674,462,2026-02-23,Invoice Query,Resolved
1675,750,2025-07-02,Credit Limit,Resolved
1676,688,2026-01-24,Portal Login,Waiting Customer
1677,834,2025-08-22,Credit Limit,Resolved
1678,818,2026-02-14,Card Issue,Waiting Customer
1679,537,2025-04-16,Card Issue,Resolved
1680,370,2026-06-26,Network Acceptance,Open
1681,668,2025-10-07,Card Issue,Resolved
1682,744,2025-07-03,Portal Login,Resolved
1683,648,2025-10-10,Portal Login,Resolved
1684,606,2025-12-06,Credit Limit,Resolved
1685,239,2025-01-04,Portal Login,Resolved
1686,69,2025-07-12,Credit Limit,Open
1687,519,2025-03-14,Complaint,Resolved
1688,806,2026-01-02,Credit Limit,Resolved
1689,204,2025-01-30,Pricing Query,Resolved
1690,46,2025-01-08,Pricing Query,Resolved
1691,534,2025-10-30,Complaint,Resolved
1692,359,2025-08-13,Card Issue,Resolved
1693,367,2025-08-30,Complaint,Waiting Customer
1694,118,2026-05-17,Complaint,Open
1695,158,2025-05-27,Complaint,Resolved
1696,683,2026-02-23,,Waiting Customer
1697,483,2025-05-28,Pricing Query,Resolved
1698,210,2026-06-11,Credit Limit,Resolved
1699,436,2025-02-18,Portal Login,Resolved
1700,532,2025-10-24,Portal Login,Resolved
1701,667,2025-05-04,Network Acceptance,Waiting Customer
1702,212,2025-10-01,Complaint,Open
1703,568,2025-10-26,Complaint,Resolved
1704,518,2025-08-03,Network Acceptance,Resolved
1705,769,2025-07-13,Invoice Query,Waiting Customer
1706,613,2026-04-20,Complaint,Open
1707,271,2026-03-23,Card Issue,Resolved
1708,435,2025-03-03,Portal Login,Resolved
1709,36,2026-02-19,Complaint,Resolved
1710,140,2025-04-22,Pricing Query,Resolved
1711,381,2026-04-01,Portal Login,Waiting Customer
1712,64,2025-12-24,Pricing Query,Resolved
1713,142,2025-12-13,Network Acceptance,Resolved
1714,357,2025-05-25,Credit Limit,Resolved
1715,599,2026-02-13,Credit Limit,Resolved
1716,716,2025-03-01,Credit Limit,Resolved
1717,125,2025-11-04,Credit Limit,Resolved
1718,319,2026-06-08,Credit Limit,Open
1719,261,2025-01-10,Card Issue,Resolved
1720,582,2025-10-27,Complaint,Resolved
1721,405,2026-06-07,Invoice Query,Resolved
1722,344,2025-09-25,Card Issue,Resolved
1723,341,2025-12-02,Credit Limit,Waiting Customer
1724,30,2025-11-04,Complaint,Open
1725,65,2025-01-05,Network Acceptance,Resolved
1726,5,2025-10-12,Credit Limit,Resolved
1727,821,2025-11-14,Pricing Query,Resolved
1728,640,2025-05-22,Credit Limit,Resolved
1729,821,2025-02-20,Pricing Query,Resolved
1730,338,2025-11-01,Credit Limit,Waiting Customer
1731,319,2025-07-27,Credit Limit,Resolved
1732,1,2025-01-03,Invoice Query,Open
1733,84,2025-10-19,Network Acceptance,Waiting Customer
1734,583,2025-01-05,Pricing Query,Waiting Customer
1735,808,2025-07-21,Complaint,Open
1736,805,2025-07-02,Complaint,Resolved
1737,477,2025-01-21,Invoice Query,Resolved
1738,263,2025-12-15,Invoice Query,Resolved
1739,395,2025-02-18,Network Acceptance,Resolved
1740,561,2025-08-21,Pricing Query,Open
1741,189,2025-09-09,Portal Login,Resolved
1742,850,2026-03-15,Portal Login,Waiting Customer
1743,24,2025-05-15,Complaint,Resolved
1744,538,2026-01-27,Invoice Query,Resolved
1745,639,2026-02-05,Invoice Query,Resolved
1746,680,2026-05-30,Network Acceptance,Open
1747,91,2025-10-10,Credit Limit,Waiting Customer
1748,782,2025-01-29,Pricing Query,Resolved
1749,252,2026-04-14,Network Acceptance,Resolved
1750,240,2025-04-20,Invoice Query,Open
1751,135,2026-04-24,Portal Login,Resolved
1752,65,2025-05-16,Complaint,Resolved
1753,296,2025-11-26,,Resolved
1754,479,2026-06-07,Credit Limit,Resolved
1755,625,2025-07-04,Invoice Query,Resolved
1756,364,2025-03-30,Portal Login,Resolved
1757,662,2026-06-15,Portal Login,Resolved
1758,60,2026-06-22,Credit Limit,Resolved
1759,842,2025-01-10,Complaint,Resolved
1760,152,2025-08-20,Card Issue,Resolved
1761,332,2025-10-03,Invoice Query,Resolved
1762,348,2026-02-12,Portal Login,Resolved
1763,120,2025-07-12,Portal Login,Open
1764,364,2025-02-14,Card Issue,Resolved
1765,17,2025-10-28,Credit Limit,Resolved
1766,785,2025-02-16,Network Acceptance,Resolved
1767,156,2025-10-23,Network Acceptance,Resolved
1768,604,2025-12-02,Invoice Query,Resolved
1769,404,2025-10-01,Pricing Query,Waiting Customer
1770,522,2026-03-04,Portal Login,Resolved
1771,562,2025-05-25,Credit Limit,Open
1772,529,2025-12-08,Pricing Query,Waiting Customer
1773,617,2025-10-04,Pricing Query,Resolved
1774,683,2025-01-02,Pricing Query,Resolved
1775,117,2025-01-31,Complaint,Resolved
1776,405,2025-08-04,Pricing Query,Resolved
1777,355,2026-05-20,Credit Limit,Open
1778,250,2025-08-31,Credit Limit,Resolved
1779,280,2025-07-18,Pricing Query,Resolved
1780,519,2025-12-26,Credit Limit,Resolved
1781,530,2025-12-05,Credit Limit,Resolved
1782,274,2026-03-15,Credit Limit,Resolved
1783,556,2025-10-03,Complaint,Resolved
1784,615,2026-01-10,Portal Login,Open
1785,783,2025-04-15,Card Issue,Waiting Customer
1786,648,2025-07-01,Credit Limit,Waiting Customer
1787,78,2025-02-16,Pricing Query,Resolved
1788,262,2025-06-15,Card Issue,Resolved
1789,217,2026-02-05,Complaint,Resolved
1790,673,2025-04-13,Network Acceptance,Resolved
1791,346,2025-08-07,Card Issue,Resolved
1792,399,2025-11-13,Pricing Query,Resolved
1793,575,2026-06-26,Invoice Query,Open
1794,675,2026-06-13,Pricing Query,Resolved
1795,82,2025-02-06,Invoice Query,Resolved
1796,702,2025-05-10,Network Acceptance,Resolved
1797,779,2025-06-08,Card Issue,Resolved
1798,17,2025-08-11,Pricing Query,Resolved
1799,779,2025-12-13,Card Issue,Resolved
1800,228,2025-04-15,Portal Login,Resolved
1801,451,2026-04-08,Invoice Query,Open
1802,703,2026-02-16,Invoice Query,Resolved
1803,213,2026-04-29,Network Acceptance,Resolved
1804,660,2026-04-26,Network Acceptance,Resolved
1805,258,2025-03-23,Card Issue,Waiting Customer
1806,444,2026-04-20,Invoice Query,Resolved
